"x"
0.924
0.742
0.476
0.046
0.536
0.929
0.409
0.275
0.536
0.278
0.746
0.438
0.191
0.233
0.324
0.256
0.454
0.296
0.709
0.362
0.734
0.515
0.312
0
0.154
0.797
0.507
0.001
0.332
0.06
0.102
0.095
0.196
0.777
0.118
0.261
0.717
0.953
0.732
0.186
0.616
0.721
0.697
0.124
0.433
0.444
0.509
0.343
0.571
0.697
0.46
0.705
0.443
0.903
0.734
0.806
0.389
0.677
0.675
0.39
0.863
0.55
0.307
0.199
0.193
0.154
0.457
0.594
0.122
0.635
0.565
0.115
0.285
0.823
0.547
0.497
0.036
0.468
0.299
0.642
0.801
0.655
0.936
0.674
0.66
0.483
0.274
0.289
0.398
0.12
0.641
0.741
0.214
0.832
0.695
0.836
0.876
0.847
0.281
0.922
0.964
0.612
0.205
0.107
0.098
0.743
0.501
0.009
0.299
0.242
0.725
0.595
0.087
0.614
0.41
0.225
0.943
0.051
0.006
0.317
0.542
0.82
0.196
0.391
0.979
0.181
0.457
0.02
0.278
0.073
0.122
0.175
0.257
0.635
0.117
0.197
0.139
0.786
0.346
0.3
0.149
0.303
0.681
0.054
0.661
0.831
0.207
0.373
0.368
0.336
0.1
0.519
0.306
0.055
0.029
0.75
0.022
0.514
0.244
0.635
0.393
0.07
0.764
0.332
0.195
0.832
0.118
0.324
0.128
0.471
0.447
0.455
0.109
0.016
0.391
0.466
0.814
0.181
0.049
0.532
0.728
0.049
0.128
0.942
0.943
0.977
0.816
0.587
0.873
0.548
0.573
0.063
0.001
0.322
0.195
0.297
0.004
0.149
0.205
0.764
0.297
0.678
0.761
0.126
0.393
0.403
0.407
0.223
0.502
0.866
0.415
0.795
0.992
0.783
0.931
0.284
0.29
0.866
0.321
0.951
0.261
0.525
0.345
0.091
0.516
0.042
0.32
0.179
0.285
0.149
0.307
0.212
0.177
0.62
0.187
0.552
0.689
0.085
0.783
0.014
0.682
0.861
0.157
0.786
0.767
0.565
0.334
0.836
0.368
0.507
0.35
0.09
0.429
0.381
0.674
0.545
0.653
0.176
0.254
0.248
0.138
0.659
0.912
0.207
0.188
0.123
0.35
0.955
0.905
0.443
0.856
0.102
0.393
0.095
0.706
0.498
0.575
0.272
0.195
0.092
0.481
0.602
0.917
0.356
0.73
0.368
0.189
0.157
0.083
0.304
0.018
0.912
0.535
0.418
0.842
0.117
0.465
0.605
0.027
0.773
0.622
0.45
0.357
0.614
0.083
0.63
0.624
0.073
0.406
0.295
0.878
0.447
0.243
0.506
0.14
0.4
0.582
0.549
0.332
0.598
0.856
0.915
0.658
0.458
0.504
0.02
0.592
0.129
0.252
0.625
0.833
0.965
0.015
0.098
0.22
0.897
0.676
0.125
0.633
0.182
0.131
0.064
0.696
0.361
0.798
0.898
0.776
0.639
0.231
0.539
0.354
0.897
0.347
0.161
0.252
0.064
0.415
0.966
0.84
0.844
0.359
0.69
0.253
0.087
0.11
0.687
0.362
0.271
0.24
0.888
0.861
0.816
0.928
0.497
0.313
0.819
0.126
0.611
0.486
0.329
0.253
0.232
0.072
0.244
0.76
0.183
0.817
0.977
0.407
0.789
0.443
0.707
0.751
0.459
0.407
0.908
0.31
0.546
0.097
0.082
0.653
0.505
0.285
0.256
0.603
