"x"
0.031
0.081
0.121
0.726
0.622
0.195
0.499
0.843
0.605
0.05
0.691
0.834
0.707
0.964
0.65
0.36
0.246
0.43
0.537
0.971
0.549
0.472
0.265
0.197
0.64
0.925
0.787
0.223
0.449
0.137
0.179
0.207
0.774
0.229
0.493
0.471
0.196
0.192
0.719
0.59
0.975
0.351
0.057
0.432
0.015
0.815
0.893
0.445
0.63
0.206
0.601
0.749
0.759
0.491
0.75
0.227
0.48
0.771
0.601
0.199
0.705
0.794
0.602
0.063
0.55
0.652
0.063
0.26
0.556
0.075
0.307
0.303
0.501
0.611
0.169
0.08
0.728
0.093
0.758
0.28
0.118
0.012
0.238
0.767
0.035
0.098
0.458
0.55
0.202
0.424
0.361
0.586
0.817
0.611
0.182
0.556
0.443
0.02
0.139
0.281
0.593
0.366
0.343
0.054
0.012
0.223
0.246
0.035
0.54
0.335
0.74
0.052
0.294
0.048
0.46
0.499
0.32
0.591
0.192
0.711
0.16
0.142
0.032
0.261
0.507
0.485
0.134
0.862
0.239
0.719
0.122
0.652
0.096
0.111
0.577
0.117
0.845
0.062
0.163
0.664
0.542
0.096
0.276
0.596
0.741
0.034
0.273
0.181
0.783
0.334
0.566
0.145
0.103
0.003
0.08
0.883
0.276
0.082
0.393
0.005
0.59
0.224
0.229
0.107
0.476
0.07
0.008
0.006
0.259
0.611
0.244
0.328
0.204
0.86
0.195
0.105
0.369
0.675
0.47
0.124
0.203
0.705
0.519
0.186
0.928
0.467
0.468
0.343
0.227
0.044
0.843
0.524
0.759
0.646
0.352
0.34
0.307
0.255
0.238
0.371
0.058
0.614
0.045
0.599
0.833
0.15
0.048
0.466
0.213
0.162
0.813
0.194
0.093
0.735
0.42
0.539
0.009
0.043
0.175
0.563
0.82
0.402
0.1
0.545
0.485
0.948
0.35
0.046
0.093
0.306
0.331
0.504
0.354
0.494
0.103
0.006
0.518
0.043
0.156
0.007
0.765
0.048
0.007
0.102
0.366
0.172
0.103
0.86
0.214
0.046
0.109
0.664
0.011
0.91
0.275
0.316
0.558
0.459
0.309
0.397
0.474
0.403
0.805
0.02
0.686
0.107
0.635
0.158
0.728
0.548
0.564
0.01
0.133
0.82
0.783
0.254
0.099
0.149
0.172
0.312
0.575
0.316
0.904
0.933
0.689
0.698
0.573
0.015
0.676
0.416
0.272
0.137
0.542
0.378
0.217
0.635
0.323
0.613
0.307
0.211
0.499
0.867
0.784
0.764
0.36
0.164
0.478
0.728
0.167
0.335
0.182
0.063
0.064
0.349
0.157
0.914
0.655
0.391
0.419
0.197
0.404
0.514
0.408
0.547
0.135
0.506
0.921
0.025
0.037
0.14
0.545
0.231
0.225
0.354
0.1
0.673
0.005
0.541
0.403
0.006
0.548
0.132
0.421
0.424
0.232
0.045
0.212
0.346
0.07
0.937
0.812
0.245
0.466
0.572
0.858
0.493
0.316
0.195
0.466
0.596
0.409
0.012
0.787
0.717
0.025
0.768
0.356
0.086
0.57
0.299
0.076
0.225
0.09
0.514
0.192
0.428
0.647
0.399
0.029
0.277
0.344
0.213
0.741
0.212
0.78
0.068
0.817
0.105
0.891
0.44
0.488
0.238
0.45
0.132
0.448
0.404
0.29
0.497
0.939
0.372
0.132
0.143
0.697
0.826
0.963
0.417
0.007
0.681
0.169
0.332
0.943
0.182
0.945
0.379
0.067
0.741
0.102
0.941
0.224
0.742
0.041
0.14
0.225
0.342
0.685
0.601
0.149
0.273
0.486
0.133
0.06
0.335
0.758
0.402
0.418
0.37
0.682
0.596
0.09
0.083
0.413
0.2
0.761
0.322
0.497
0.31
0.062
0.535
0.342
0.867
0.399
0.655
0.085
0.002
0.481
0.088
0.152
0.937
0.256
0.632
0.381
0.675
0.903
0.007
0.13
0.303
0.514
0.004
0.931
0.122
0.841
0.939
0.51
0.878
0.225
0.957
0.039
0.206
0.851
0.355
0.468
0.025
0.647
0.517
0.42
0.737
0.098
0.473
0.661
0.591
0.462
0.111
0.417
0.527
0.426
0.626
0.603
0.646
0.108
0.231
0.675
0.122
0.884
0.056
0.499
0.188
0.933
0.149
0.88
0.82
0.142
0.419
0.005
0.004
0
0.168
0.401
0.074
0.461
0.155
0.234
0.185
0.646
0.005
0.225
0.115
0.389
0.52
0.17
0.852
0.579
0.041
0.147
0.017
0.701
0.867
0.406
0.007
0.4
0.568
0.668
0.058
0.054
0.238
0.312
0.261
0.58
0.206
0.052
0.725
0.923
0.369
0.324
0.092
0.917
0.015
0.02
0.797
0.285
0.106
0.938
0.007
0.085
0.06
0.463
0.179
0.132
0.686
0.026
0.324
0.625
0.866
0.656
0.063
0.845
0.752
0.021
0.623
0.28
0.053
0.513
0.248
0.178
0.647
0.148
0.29
0.127
0.135
0.034
0.275
0.61
0.546
0.347
0.261
0.563
0.131
0.417
0.159
0.078
0.805
0.261
0.247
0.616
0.553
0.744
0.005
0.08
0.039
0.249
0.218
0.746
0.73
0.107
0.032
0.295
0.717
0.551
0.103
0.818
0.412
0.292
0.741
0.154
0.617
0.24
0.007
0.396
0.417
0.24
0.264
0.937
0.017
0.363
0.518
0.943
0.192
0.864
0.202
0.774
0.259
0.003
0.131
0.376
0.948
0.487
0.667
0.557
0.224
0.319
0.595
0.083
0.137
0.249
0.919
0.096
0.768
0.398
0.374
0.856
0.577
0.544
0.873
0.738
0.051
0.92
0.177
0.834
0.804
0.255
0.457
0.643
0.09
0.723
0.716
0.278
0.185
0.013
0.233
0.233
0.848
0.403
0.466
0.643
0.66
0.166
0.972
0.674
0.546
0.764
0.305
0.452
0.085
0.487
0.725
0.374
0.332
0.805
0.662
0.686
0.097
0.367
0.201
0.077
0.737
0.447
0.655
0.854
0.634
0.745
0.867
0.769
0.563
0.915
0.138
0.475
0.638
0.335
0.131
0.585
0.694
0.547
0.059
0.115
0.281
0.105
0.651
0.357
0.774
0.851
0.976
0.462
0.566
0.825
0.462
0.006
0.761
0.576
0.1
0.024
0.301
0.449
0.052
0.64
0.741
0.774
0.479
0.869
0.748
0.113
0.902
0.061
0.714
0.459
0.154
0.11
0.01
0.907
0.142
0.287
0.394
0.24
0.067
0.217
0.752
0.067
0.157
0.405
0.27
0.837
0.838
0.407
0.04
0.291
0.037
0.02
0.517
0.314
0.414
0.424
0.412
0.558
0.046
0.618
0.001
0.289
0.054
0.016
0.061
0.941
0.723
0.508
0.557
0.007
0.802
0.22
0.222
0.695
0.2
0.768
0.571
0.566
0.501
0.372
0.879
0.591
0.488
0.396
0.153
0.979
0.02
0.766
0.435
0.752
0.577
0.351
0.258
0.497
0.977
0.873
0.889
0.013
0.464
0.537
0.031
0.592
0.571
0.231
0.827
0.033
0.317
0.933
0.457
0.434
0.033
0.477
0.07
0.235
0.342
0.353
0.795
0.294
0.308
0.245
0.094
0.41
0.315
0.728
0.003
0.48
0.421
0.062
0.677
0.39
0.555
0.05
0.019
0.177
0.887
0.635
0.637
0.644
0.443
0.277
0.286
0.42
0.507
0.206
0.008
0.802
0.223
0.081
0.862
0.465
0.643
0.81
0.447
0.007
0.974
0.66
0.084
0.71
0.058
0.785
0.761
0.461
0.824
0.007
0.531
0.674
0.706
0.501
0.303
0.374
0.7
0.392
0.085
0.142
0.544
0.442
0.002
0.023
0.903
0.914
0.517
0.381
0.655
0.259
0.419
0.711
0.243
0.239
0.382
0.019
0.394
0.578
0.297
0.267
0.037
0.185
0.555
0.525
0.443
0.157
0.616
0.307
0.413
0.048
0.11
0.802
0.286
0.468
0.211
0.229
0.551
0.262
0.045
0.144
0.367
0.705
0.641
0.42
0.492
0.041
0.775
0.175
0.14
0.787
0.024
0.717
0.097
0.587
0.403
0.862
0.845
0.071
0.081
0.162
0.616
0.072
0.475
0.68
0.444
0.677
0.044
0.751
0.41
0.336
0.291
0.564
0.441
0.63
0.73
0.129
0.325
0.622
0.716
0.771
0.524
0.836
0.388
0.398
0.716
0.083
0.961
0.285
0.734
0.768
0.863
0.593
0.165
0.448
0.328
0.63
0.166
0.179
0.471
0.17
0.073
0.326
0.262
